,bed,bath,cube,home,price,area,address,latitude,longitude
99,2,2,,Apartment,2295,Dublin 18,"Ballyogan Rd, Leopardstown, Dublin, Co. Dublin, Ireland",53.2581351,-6.199379
100,3,2,,Apartment,2200,Dublin 22,"Millpark, Clondalkin, Dublin, Co. Dublin, Ireland",53.3234837,-6.4002681
101,1,1,,Apartment,1100,Dublin 22,"22 Woodford Ct, Redcow, Dublin 22, D22 E510, Ireland",53.3213425,-6.376893700000001
102,3,3,,Apartment,2300,Dublin,"34 Larkfield Square, Ballyowen, Lucan, Co. Dublin, Ireland",53.3530082,-6.417719099999999
103,2,2,80,Apartment,2000,Dublin,"Apartment 48, Kingston Hall, Harold's Grange Rd, Sandyford, Dublin 18, Ireland",53.2676542,-6.2537557
104,2,3,132.4,Apartment,3500,County Dublin,"Howth Lodge, Howth Rd, Howth, Dublin, Ireland",53.3912462,-6.0844976
105,2,2,,Apartment,2700,County Dublin,"41 Stillorgan Rd, Woodland, Dublin, Ireland",53.2943554,-6.2032831
106,2,1,,Apartment,2100,Dublin 15,"15 Park Dr Ave, Castleknock, Dublin, Ireland",53.3747701,-6.366804800000001
107,2,1,,Apartment,1700,Dublin,"Cherry Orchard, Dublin, Ireland",53.33705,-6.368396700000001
108,4,2,,Semi-Detached,9500,Dublin 4,"4 Merrion Rd, Ballsbridge, Dublin 4, D04 NX33, Ireland",53.3263249,-6.2244133
109,1,1,,Apartment,1300,Dublin 15,"Carpenterstown Road, Clonsilla, Dublin, Co. Fingal, Ireland",53.376417,-6.390781
110,2,2,,Apartment,2100,Dublin 16,"16 Wyckham Way, Dundrum, Sandyford, Dublin, Ireland",53.2824995,-6.2434444
111,4,4,,Apartment,259,Dublin,"8 Carman's Hall, The Liberties, Dublin, Ireland",53.3410237,-6.2751667
112,5,2,,Detached,4000,Dublin 6W,"6w, 54 Rathdown Ave, Terenure, Dublin 6W, Co. Dublin, D6W KR81, Ireland",53.3041186,-6.288589699999999
113,2,2,,Apartment,2000,Dublin 18,"Apartment 7, Joyce Hall, Carrickmines Ave, Carrickmines Wood, Dublin 18, Ireland",53.2578622,-6.165331699999999
114,1,1,,Apartment,1600,Dublin 18,"Apartment 4, Marlfield House, Johnstown Rd, St Gabriels, Johnstown, Cabinteely, Co. Dublin, Ireland",53.2645036,-6.1504318
115,2,2,,Apartment,1800,Dublin 12,"Cherry Orchard, Dublin, Ireland",53.332925,-6.379391099999999
116,5,4,223,Terraced House,6500,Dublin,"St Paul’s Square, Adelaide Rd, Glenageary, Dublin, Ireland",53.2834167,-6.1250671
117,4,3,190,Semi-Detached,7000,Dublin,"Finistere, Ballygihen Ave, Sandycove, Dublin, Ireland",53.28666219999999,-6.1177242
118,2,,,,1910,County Dublin,"2 Old Dunleary Rd, Dún Laoghaire, Monkstown, Co. Dublin, A96 TX4N, Ireland",53.2955388,-6.1477011
119,,,,,3240,Dublin 2,"82 Sir John Rogerson's Quay, Grand Canal Dock, Dublin, Ireland",53.3448058,-6.2315043
120,2,3,,Penthouse,15000,Dublin,"82 Sir John Rogerson's Quay, Grand Canal Dock, Dublin, Ireland",53.3448058,-6.2315043
121,2,2,,Apartment,3240,D02P524,"82 Sir John Rogerson's Quay, Grand Canal Dock, Dublin, Ireland",53.3448058,-6.2315043
122,3,2,,Apartment,4230,D02P524,"82 Sir John Rogerson's Quay, Grand Canal Dock, Dublin, Ireland",53.3448058,-6.2315043
123,2,2,,Apartment,4300,Dublin,"82 Sir John Rogerson's Quay, Grand Canal Dock, Dublin, Ireland",53.3448058,-6.2315043
124,2,2,,Apartment,4500,Dublin,"82 Sir John Rogerson's Quay, Grand Canal Dock, Dublin, Ireland",53.3448058,-6.2315043
125,2,1,71,Apartment,1755,Dublin,"Apartment 19, Grattan Hall, Mount Street Lower, Dublin 2, Ireland",53.3388319,-6.2424066
126,2,2,83,Apartment,2259,County Dublin,"37 Woodview, Blackrock, Dublin, Ireland",53.300418,-6.1886511
127,3,1,,Apartment,2145,County Dublin,"Cedarmount Apartment, St Brigid's Church Rd, Stillorgan, Dublin, Ireland",53.28417080000001,-6.1964082
128,2,1,,Apartment,1700,Dublin 24,"24 Carrig Ct, Fortunestown, Dublin, Ireland",53.2844719,-6.4315102
129,3,2,,Apartment,2000,Dublin 22,"Grange View Rd, Dublin, Co. Dublin, Ireland",53.3283378,-6.4306392
130,2,1,,Apartment,1950,Dublin 10,"10 Cedar Brook Walk, Cherry Orchard, Dublin, D10 D445, Ireland",53.33607120000001,-6.3797178
131,2,2,87,Apartment,2400,Dublin 14,"Heidelberg, Ardilea, Dublin 14, Ireland",53.2962354,-6.2258616
132,4,1,,House,3800,Dublin 6,"3 Old Mountpleasant, Ranelagh, Dublin 6, D06 C432, Ireland",53.32658660000001,-6.2582011
133,2,1,,Apartment,2150,Harold's Cross,"Harold's Cross Rd, Rathmines, Dublin, Ireland",53.3258208,-6.276913599999999
134,1,1,,Apartment,1100,Dublin 22,"22 Monastery Park, Clondalkin, Dublin 22, D22 H294, Ireland",53.321789,-6.388111599999999
135,3,3,,House,2500,County Dublin,"Castleland Park way, Castleland, Balbriggan, Co. Dublin, Ireland",53.5993043,-6.1796001
136,2,2,,Apartment,2000,Dublin 9,"Block A, Northwood House, Northwood Park, Lymewood Mews, Dublin 9, Ireland",53.4027696,-6.2580491
137,2,1,,Apartment,1850,Dublin,"The Courthouse, Main St, Rathcoole, Co. Dublin, Ireland",53.2802134,-6.4702268
138,1,1,,Apartment,850,Dublin,"Fortunestown Cl, Jobstown, Dublin, Ireland",53.28663900000001,-6.414477199999999
139,2,3,,,4000,Dublin 6,"112 Orwell Rd, Rathfarnham, Dublin, D06 TN66, Ireland",53.3062555,-6.2688272
140,2,1,,Apartment,2200,Dublin 20,"Knockmaree, St Laurence's Rd, Chapelizod, Dublin 20, Ireland",53.346636,-6.346216699999999
141,5,2,,,4750,Ballsbridge,"35 Herbert Ave, Dublin, Ireland",53.3159069,-6.2095817
142,3,,,,2600,Co. Dublin,"The Paddocks Dr, Doddsborough, Lucan, Co. Dublin, Ireland",53.3479244,-6.4614717
143,1,1,,Apartment,1800,Dublin 7,"2-4 Carnlough Rd, Cabra West, Dublin, Ireland",53.3621833,-6.2934022
144,3,2,,Apartment,2600,Dublin 7,"2-4 Carnlough Rd, Cabra West, Dublin, Ireland",53.3621833,-6.2934022
145,4,2,,Detached,3500,Dublin,"St Fintan's Park, Sutton North, Dublin, Ireland",53.3770974,-6.0966181
146,2,,,Apartment,4000,Dublin 2,"Opus Building National College of Ireland, 6 Hanover Quay, Grand Canal Dock, Dublin, D02 RR24, Ireland",53.3441816,-6.235045
147,2,,,Apartment,3572,Dublin 2,"Opus Building National College of Ireland, 6 Hanover Quay, Grand Canal Dock, Dublin, D02 RR24, Ireland",53.3441816,-6.235045
148,2,,,Apartment,3150,Dublin 2,"Opus Building National College of Ireland, 6 Hanover Quay, Grand Canal Dock, Dublin, D02 RR24, Ireland",53.3441816,-6.235045
149,3,,,Penthouse,6000,Dublin 2,"Opus Building National College of Ireland, 6 Hanover Quay, Grand Canal Dock, Dublin, D02 RR24, Ireland",53.3441816,-6.235045
150,3,,,Apartment,4200,Dublin 2,"Opus Building National College of Ireland, 6 Hanover Quay, Grand Canal Dock, Dublin, D02 RR24, Ireland",53.3441816,-6.235045
151,2,1,,Bungalow,1750,Dublin 20,"1 Mill Ln, Redcowfarm, Dublin 20, D20 DK44, Ireland",53.3577378,-6.3613577
152,1,2,,,2000,Dublin,"4 Pembroke Cottages, Dublin 4, D04 F5C0, Ireland",53.32263,-6.2364251
153,1,2,,Apartment,2040,Dublin 1,"35 Henry St, North City, Dublin, D01 WC52, Ireland",53.3497247,-6.2612008
154,1,1,,Apartment,1500,County Dublin,"Slade Castle Ave, Moneyatta Commons, Co. Dublin, Ireland",53.27866,-6.44576
155,,,,Apartment,2400,County Dublin,"Glenageary Rd Upper, Honeypark, Dún Laoghaire, Co. Dublin, Ireland",53.2827277,-6.1426919
156,,,,Apartment,1925,County Dublin,"Occu Fairway Fairway Court, Fairway Dr, Dún Laoghaire, Cualanor, Co. Dublin, A96 W24D, Ireland",53.2842243,-6.1406208
157,,,,House,2485,Dublin,"Lucan, St. Edmondsbury, Lucan, Co. Dublin, Ireland",53.36297949999999,-6.438043299999999
158,2,,,Apartment,2200,Dublin 7,"2-4 Carnlough Rd, Cabra West, Dublin, Ireland",53.3621833,-6.2934022
159,3,,,,2950,Dublin 3,"3 Kincora Ave, Clontarf, Dublin 3, D03 R127, Ireland",53.3633495,-6.2093859
160,3,1,,Bungalow,2105,Dublin 24,"Bohernabreena Rd, Co. Dublin, Ireland",53.2682362,-6.358444
161,1,1,,Apartment,1375,Dublin 8,"City Gate, St Augustine St, Usher's Quay, Dublin 8, Ireland",53.3448168,-6.2770487
162,2,2,,Apartment,2200,Dublin 7,"2-4 Carnlough Rd, Cabra West, Dublin, Ireland",53.3621833,-6.2934022
163,,,,House,3250,Dublin,"Kilbarrack Rd, Donaghmede, Dublin, Ireland",53.38303209999999,-6.1486491
164,,,,Apartment,1900,County Dublin,"Cheevers Court, Cualanor Cres, Monkstown, Dún Laoghaire, Co. Dublin, Ireland",53.2851715,-6.1405162
165,3,3,108.7,Apartment,2850,Co. Dublin,"Cheevers Court, Cualanor Cres, Monkstown, Dún Laoghaire, Co. Dublin, Ireland",53.2851715,-6.1405162
166,2,2,86,Apartment,2200,Co. Dublin,"Cheevers Court, Cualanor Cres, Monkstown, Dún Laoghaire, Co. Dublin, Ireland",53.2851715,-6.1405162
167,1,1,,Apartment,1900,Co. Dublin,"Cheevers Court, Cualanor Cres, Monkstown, Dún Laoghaire, Co. Dublin, Ireland",53.2851715,-6.1405162
168,1,1,53,,1650,Dublin 4,"Apartment 4, 70/72 Pembroke Rd, Dublin, D04 Y927, Ireland",53.3326321,-6.2389074
169,3,2,,Apartment,2900,County Dublin,"The Grange, Brewery Rd, Stillorgan, Dublin, A94 C2F6, Ireland",53.2803812,-6.1928395
170,4,2,,Detached,2010,Dublin,"Hillview, Rathcoole, Co. Dublin, Ireland",53.281541,-6.4738919
171,2,2,,Apartment,1700,Dublin 22,"Rath Gael Estate, stop 2165, Deansrath, Dublin, Co. Dublin, Ireland",53.3202192,-6.424231799999999
172,,,,,1700,Dublin 8,"S Circular Rd, Island Bridge, Saint James' (part of Phoenix Park), Dublin 8, D08 PE89, Ireland",53.34575570000001,-6.306395
173,2,2,,Apartment,2100,Dublin 18,"Vantage Apartments, Central Park, Carmanhall and Leopardstown, Dublin, Co. Dublin, 18, Ireland",53.2698325,-6.204669300000001
174,3,2,,Apartment,3800,Dublin 18,"Vantage Apartments, Central Park, Carmanhall and Leopardstown, Dublin, Co. Dublin, 18, Ireland",53.2698325,-6.204669300000001
175,1,,,Apartment,2150,Dublin 6,"Sandford Lodge, Sandford Rd, Ranelagh, Dublin 6, D06 A9P8, Ireland",53.322111,-6.247910999999999
176,,,,Apartment,2500,Dublin 1,"Quayside Quarter, Dublin Landings, 76 N Wall Quay, North Dock, Dublin 1, Ireland",53.3471988,-6.2326983
177,,,,Apartment,1900,Dublin 9,"stop 1493, Turlogh Parade, Grace Park, Dublin, Ireland",53.3717523,-6.234340800000001
178,2,,,Apartment,3150,Dublin 2,"Opus Building National College of Ireland, 6 Hanover Quay, Grand Canal Dock, Dublin, D02 RR24, Ireland",53.3441816,-6.235045
179,2,2,,Apartment,1700,Dublin,"Hansted Rd, Adamstown, Lucan, Co. Dublin, Ireland",53.33654920000001,-6.4524745
180,2,1,,Apartment,1650,Dublin,"Esker Pines, Lucan, Co. Dublin, Ireland",53.3554762,-6.4316894
181,3,3,,Apartment,2850,Dublin 8,"Mellowe's Quay, Usher's Quay, Dublin 8, Ireland",53.3454402,-6.279810899999999
182,,,,Apartment,1950,County Dublin,"Station Rd, Portmarnock, Co. Dublin, Ireland",53.4185913,-6.1489407
183,,,,Apartment,2480,Dublin 6W,"Harold's Cross, Dublin 6W, Co. Dublin, Ireland",53.32156879999999,-6.2853024
184,,,,Apartment,1850,Dublin 18,"Ballyogan Rd, Carmanhall and Leopardstown, Dublin 18, D18 R583, Ireland",53.2601783,-6.2070873
185,2,2,,Apartment,2395,Dublin 18,"Abbey Glen, Johnstown, Dublin 18, D18 EE92, Ireland",53.2650338,-6.1486624
186,,,,Apartment,2258,Dublin 1,"Castleforbes Rd & Castleforbes Square, Dublin Docklands, Dublin, Ireland",53.34929959999999,-6.2318942
187,,,,Apartment,1773,Dublin,"12-52 Wolfe Tone St, North City, Dublin, D01 VW53, Ireland",53.34914879999999,-6.2676767
188,2,,,Apartment,2500,Co. Dublin,"Malahide, Co. Dublin, Ireland",53.4521475,-6.159519899999999
189,3,1,,Semi-Detached,2000,Dublin 22,"22 Woodford Way, Knockmitten, Dublin 22, D22 NY33, Ireland",53.3255558,-6.379327
190,2,1,,Apartment,1500,Dublin 12,"Apartment 1, Goldstone Court, Clogher Rd, Crumlin, Dublin 12, Ireland",53.32664459999999,-6.291081699999999
191,1,,,Apartment,1600,Dublin,"Apartment 38, Block A, Blackhall Square, King St N, Dublin 7, Ireland",53.3500179,-6.2803524
192,4,3,,Apartment,3000,Co. Dublin,"Castlegate Grove, Finnstown, Lucan, Co. Dublin, Ireland",53.3389773,-6.4584733
193,2,,,Apartment,1854,Dublin,"Apartment 16, Saint Patricks Court, Clanbrassil Street Lower, Dublin 8, Ireland",53.33388350000001,-6.2757933
194,2,2,75,Apartment,2100,Leopardstown,"Ballyogan Rd, Carmanhall and Leopardstown, Dublin 18, D18 R583, Ireland",53.2601783,-6.2070873
195,1,1,55,Apartment,1874,Leopardstown,"Ballyogan Rd, Carmanhall and Leopardstown, Dublin 18, D18 R583, Ireland",53.2601783,-6.2070873
196,2,2,88,Apartment,2050,Co. Dublin,"Station Rd, Portmarnock, Co. Dublin, Ireland",53.4185913,-6.1489407
197,2,2,,Apartment,2350,Harold's Cross,"Harold's Cross Rd, Rathmines, Dublin, Ireland",53.3258208,-6.276913599999999
198,1,1,,Apartment,2050,Harold's Cross,"Harold's Cross Rd, Rathmines, Dublin, Ireland",53.3258208,-6.276913599999999
199,,,,Apartment,1684,Dublin,"Shackletons Mills, Woodlands, Lucan, Co. Dublin, Ireland",53.3685209,-6.4338628
200,2,,,Apartment,2100,Dublin,"S Circular Rd, Island Bridge, Saint James' (part of Phoenix Park), Dublin 8, D08 PE89, Ireland",53.34575570000001,-6.306395
201,3,2,,Apartment,3800,Dublin,"Vantage Apartments, Central Park, Carmanhall and Leopardstown, Dublin, Co. Dublin, 18, Ireland",53.2698325,-6.204669300000001
202,1,1,,Apartment,1850,Dublin,"S Circular Rd, Island Bridge, Saint James' (part of Phoenix Park), Dublin 8, D08 PE89, Ireland",53.34575570000001,-6.306395
203,4,4,,House,3500,Dublin,"S Circular Rd, Island Bridge, Saint James' (part of Phoenix Park), Dublin 8, D08 PE89, Ireland",53.34575570000001,-6.306395
204,2,2,,Apartment,2150,Dublin,"S Circular Rd, Island Bridge, Saint James' (part of Phoenix Park), Dublin 8, D08 PE89, Ireland",53.34575570000001,-6.306395
205,2,2,,Apartment,2700,Dublin,"Sandford Lodge, Sandford Rd, Ranelagh, Dublin 6, D06 A9P8, Ireland",53.322111,-6.247910999999999
206,3,2,,Apartment,2900,Dublin,"The Grange, Brewery Rd, Stillorgan, Dublin, A94 C2F6, Ireland",53.2803812,-6.1928395
207,1,1,54,Apartment,2500,Dublin 1,"Quayside Quarter, Dublin Landings, 76 N Wall Quay, North Dock, Dublin 1, Ireland",53.3471988,-6.2326983
208,2,2,87,Apartment,3245,Dublin 1,"Quayside Quarter, Dublin Landings, 76 N Wall Quay, North Dock, Dublin 1, Ireland",53.3471988,-6.2326983
209,3,2,101,Apartment,3900,Dublin 1,"Quayside Quarter, Dublin Landings, 76 N Wall Quay, North Dock, Dublin 1, Ireland",53.3471988,-6.2326983
210,1,1,,Apartment,1900,Dublin 9,"stop 1493, Turlogh Parade, Grace Park, Dublin, Ireland",53.3717523,-6.234340800000001
211,2,2,,Apartment,2250,Dublin 9,"stop 1493, Turlogh Parade, Grace Park, Dublin, Ireland",53.3717523,-6.234340800000001
212,3,2,,Apartment,3045,Dublin 9,"stop 1493, Turlogh Parade, Grace Park, Dublin, Ireland",53.3717523,-6.234340800000001
213,1,1,,Apartment,1500,Dublin 11,"Apartment 12, Saint Mobhi Court, St Mobhi Boithirin, Botanic, Dublin 9, D09 HE28, Ireland",53.3771624,-6.266604999999999
214,2,1,,Apartment,2400,Dublin 6,"71 Ranelagh Rd, Ranelagh, Dublin, D06 X750, Ireland",53.3286026,-6.2582518
215,2,2,,Apartment,1950,Co. Dublin,"The Four Ferns, Brighton Rd, Foxrock, Dublin, Ireland",53.2585577,-6.1716751
216,1,1,,Apartment,1500,Dublin,"Beverton Ct, Ballalease West, Donabate, Co. Dublin, Ireland",53.488816,-6.158670799999999
217,2,1,,Terraced House,2000,Dublin 10,"10 Thomond Rd, Decies, Dublin 10, D10 HN40, Ireland",53.3412506,-6.343826900000001
218,5,3,,,6950,Co. Dublin,"2 Seafield Cres, Trimblestown, Blackrock, Co. Dublin, A94 NK69, Ireland",53.3067149,-6.2091544
219,2,2,,Apartment,2850,Dublin 6,"Fitzwilliam Court, 1 Winton Rd, Ranelagh, Dublin 6, D06 CK79, Ireland",53.328829,-6.2507997
220,3,3,,House,4350,Dublin 4,"The Mews, 40 Elgin Rd, Ballsbridge, Dublin 4, D04 W3X2, Ireland",53.330414,-6.2342758
221,3,3,,,4350,Dublin 4,"6 Leeson Village, Ranelagh, Dublin, D04 X7W5, Ireland",53.3276309,-6.246871899999999
222,3,2,,,2475,Co. Dublin,"Portmarnock, Co. Dublin, Ireland",53.4173388,-6.1468959
223,2,2,,Apartment,1875,Dublin,"25 Melville Cove, Jamestown Little, Dublin, Ireland",53.4025877,-6.2995416
224,2,2,,Apartment,2500,Dublin,"Booterstown Ave, Merrion, Blackrock, Co. Dublin, Ireland",53.3004639,-6.2046876
225,2,2,,Apartment,1860,Dublin 18,"Blackthorn Rd, Sandyford, Dublin, Ireland",53.2775421,-6.2166744
226,2,1,60,Apartment,2200.00,Dublin 4,"Brooklands, Nutley Ln, Dublin 4, Ireland",53.3184299,-6.2150244
227,1,1,,Apartment,1950,Co. Dublin,"Glenageary Rd Upper & Feldberg Rd, Dalkey, Dublin, Ireland",53.2761675,-6.1235149
228,1,1,,House,1968,Dublin 4,"4 Celestine Ave, Dublin, Ireland",53.33944049999999,-6.2263245
229,2,2,,Apartment,1900,Dublin 24,"24 Greenhills Rd, Kilnamanagh, Dublin, Ireland",53.3032789,-6.351092899999999
230,2,1,,Terraced House,1800,Dublin 10,"10 Ballyneety Rd, Kilmainham, Dublin 10, D10 YK23, Ireland",53.34099699999999,-6.3324609
231,2,2,,Apartment,2000,Dublin 18,"The Village Centre, Rockview, Blackglen Rd, Sandyford, Dublin 18, D18 K4N2, Ireland",53.2686123,-6.2430213
232,2,2,87.5,Apartment,2278,Co. Dublin,"Occu Fairway Fairway Court, Fairway Dr, Dún Laoghaire, Cualanor, Co. Dublin, A96 W24D, Ireland",53.2842243,-6.1406208
233,2,1,,Terraced House,2000,Dublin 12,"12 Clonard Road, Crumlin, Dublin 12, D12 Y622, Ireland",53.3275858,-6.3061512
234,2,2,,Apartment,2759,Ballsbridge,"Shrewsbury Square, Sandymount Ave, Ballsbridge, Dublin 4, Ireland",53.3270333,-6.2210526
235,2,1,,House,1900,Dublin 24,"Saint Martin, 24 Allenton Dr, Ballycragh, Dublin 24, D24 YP6F, Ireland",53.2718386,-6.352596
236,1,,13,Apartment,267,Dublin,"Cork St, The Liberties, Dublin, D08 P772, Ireland",53.3378874,-6.2833016
237,1,,,Apartment,262,Dublin,"Cork St, The Liberties, Dublin, D08 P772, Ireland",53.3378874,-6.2833016
238,3,1,,House,1600,Dublin 20,"20 Palmerstown Woods, Raheen, Dublin 22, D22 X654, Ireland",53.336206,-6.395602999999999
239,1,1,,Studio,600,Dublin,"Fortunestown Ln., Dublin, Ireland",53.284225,-6.423664899999999
240,4,3,203.8,Detached,3750,Dublin,"Iona, Knocknashee, Mountanville, Dublin 14, Ireland",53.2912009,-6.228887599999999
241,2,2,8.5,Apartment,2171,Co. Dublin,"Honeypark, Dublin, Ireland",53.2796783,-6.1442735
242,2,1,,Apartment,1800,Dublin 12,"12 Clonard Road, Crumlin, Dublin 12, D12 Y622, Ireland",53.3275858,-6.3061512
243,4,4,,Terraced House,4250,Dublin 6,"139 Harold's Cross Rd, Harold's Cross, Dublin 6W, Co. Dublin, D6W R206, Ireland",53.32447639999999,-6.2782621
244,2,,,Apartment,2000,Dublin 18,"Kilgobbin, Stepaside, Co. Dublin, Ireland",53.2530164,-6.214333099999999
245,1,1,,Apartment,1500,Dublin 22,"Unnamed Road, Yellowmeadows, Dublin, Co. Dublin, Ireland",53.3271536,-6.3832399
246,3,1,,Terraced House,2100,Dublin 22,"22 Yellow Meadows Dr, Yellowmeadows, Dublin 22, D22 VK76, Ireland",53.3270129,-6.379671399999999
247,2,2,,Apartment,2172,Co. Dublin,"Honey Park, Honeypark, Sallynoggin, Co. Dublin, Ireland",53.2794974,-6.145749599999999
248,2,1,,,1450,County Dublin,"Broghan, The Ward, Co. Dublin, Ireland",53.43335,-6.32749
249,2,2,,,1950,Dublin 15,"Castleknock, Co. Dublin, Ireland",53.3736519,-6.3584191
250,2,1,,Apartment,1500,Dublin 24,"Deerpark Pl, Kiltipper, Dublin, Ireland",53.2691074,-6.373424699999999
251,2,2,,Apartment,2000,Dublin 15,"Block 5, 15 Annaly Grove, Dublin, Ireland",53.3916248,-6.4328601
252,2,1,,Terraced House,1550,Dublin 24,"24 Tymonville Dr, Tymon North, Dublin 24, D24 E8Y6, Ireland",53.3007842,-6.3514648
253,1,1,799ft 2,Apartment,1920,Dublin,"115/116 Coliemore Rd, Dalkey, Dublin, A96 HE22, Ireland",53.27707789999999,-6.103046700000001
254,2,2,,Apartment,1750,Dublin 22,"Grange View Rd, Dublin, Co. Dublin, Ireland",53.3283378,-6.4306392
255,2,1,,Apartment,1600,Dublin 10,"Cedar Brook Way, Cherry Orchard, Dublin, Ireland",53.3370425,-6.3788801
256,3,3,,Semi-Detached,2200,Dublin,"Crosforge, Co. Dublin, Ireland",53.2801565,-6.4474021
257,3,2,,Apartment,2163,Co. Dublin,"Shackletons Mills, Woodlands, Lucan, Co. Dublin, Ireland",53.3685209,-6.4338628
258,2,2,,Apartment,1875,Dublin 24,"24 Deerpark Rd, Kiltipper, Dublin 24, D24 KW35, Ireland",53.2709786,-6.3754558
259,4,4,,Detached,4950,Dublin 16,"Dunkeld, Scholarstown Rd, Ballyboden, Dublin 16, Ireland",53.28026389999999,-6.3005731
260,3,2,,Terraced House,1850,Dublin 22,"22 Castlegrange Square, Deansrath, Dublin 22, D22 TD43, Ireland",53.321154,-6.4234113
261,2,2,,Apartment,1635,Dublin,"Apartment 21, Eaton Terrace, Eaton Dr, Rathcoole, Co. Dublin, Ireland",53.28194,-6.4710705
262,2,2,,Apartment,1550,Dublin 22,"Unnamed Road, Yellowmeadows, Dublin, Co. Dublin, Ireland",53.3271536,-6.3832399
263,3,1,,Terraced House,1800,Dublin 22,"22 Monksfield Meadows, Knockmitten, Dublin 22, D22 EE73, Ireland",53.3231232,-6.3766906
264,4,2,,Terraced House,3750,Dublin 8,"258 S Circular Rd, Saint Catherine's, Dublin, D08 NCW4, Ireland",53.3318396,-6.2843183
265,5,5,,,15000,Dublin 4,"17 Raglan Rd, Ballsbridge, Dublin, D04 C3C2, Ireland",53.33065149999999,-6.238630199999999
266,2,2,,Apartment,1875,Dublin 22,"Weaver Court, Neilstown Rd, Neillstown, Dublin 22, Ireland",53.3458031,-6.3991984
267,2,2,,Terraced House,1800,Dublin 22,"22 Riverside, Clondalkin, Dublin 22, D22 X744, Ireland",53.32493840000001,-6.3920143
268,2,3,93,Apartment,2155,Co. Dublin,"Honeypark, Dún Laoghaire, Co. Dublin, Ireland",53.2801069,-6.1436563
269,1,,,Apartment,262,Dublin,"Cork St, The Liberties, Dublin, D08 P772, Ireland",53.3378874,-6.2833016
270,3,2,,Apartment,2400,Co. Dublin,"Glenageary Rd Upper, Honeypark, Dún Laoghaire, Co. Dublin, Ireland",53.2827277,-6.1426919
271,1,1,,Apartment,251,Dublin,"123 Summerhill, Mountjoy, Dublin, D01 TY46, Ireland",53.3548925,-6.2557085
272,1,1,,Apartment,256,Dublin,"Bonham St, Saint Catherine's, Dublin 8, D08 R596, Ireland",53.3449253,-6.2832029
273,1,1,,Apartment,POA,Dublin 1,"107 Dorset Street Upper, Dublin, D01 F6F8, Ireland",53.3550207,-6.266350399999999
274,2,1,,Apartment,1950,Dublin 8,"Conyngham Rd, Phoenix Park, Dublin, Ireland",53.3479385,-6.3034072
275,3,4,,Terraced House,2245,Dublin 14,"Woodside & Dodder Park Road, Newtown Little, Dublin, Ireland",53.303405,-6.2711603
276,5,7,,Semi-Detached,15000,Dublin 4,"3 Clyde Rd, Ballsbridge, Dublin, D04 C1W2, Ireland",53.3295574,-6.2350578
277,2,2,,Apartment,2200,Dublin,"Linden Square, Grove Ave, Stillorgan, Dublin, Ireland",53.2931907,-6.1944534
278,2,1,,Semi-Detached,2379,Dublin,"4 McCabe Villas, Booterstown, Blackrock, Co. Dublin, A94 WR67, Ireland",53.3048339,-6.2029917
279,2,2,,Apartment,1850,Dublin 22,"Westbourne Dr, Deansrath, Dublin, Ireland",53.3240703,-6.4243964
280,2,1,,Apartment,1900,County Dublin,"Millrace Ave, Saggart, Co. Dublin, Ireland",53.2808193,-6.450944499999999
281,4,2,289,Terraced House,11000,Dublin 6,"6 Palmerston Rd, Rathmines, Dublin 6, Ireland",53.3206535,-6.259341399999999
282,2,1,,Apartment,1635,Dublin 10,"10 Cedar Brook Ave, Cherry Orchard, Dublin 10, D10 NR18, Ireland",53.3373997,-6.382048999999999
283,2,2,,Apartment,2049,Dublin 6W,"6 Bushy Park House, Terenure, Dublin, Ireland",53.3017945,-6.2965635
284,2,1,,Apartment,2200,Dublin 6,"102 Rathgar Rd, Rathfarnham, Dublin 6, D06 YW96, Ireland",53.3123838,-6.274123400000001
285,2,2,,Apartment,3200,Dublin 4,"4 Shrewsbury Park, Ballsbridge, Dublin, Ireland",53.3247303,-6.219170999999999
286,3,2,,Apartment,3850,Dublin 4,"Dublin Southside, Dublin, Co. Dublin, Ireland",53.3268543,-6.2323521
287,1,1,,Apartment,1990,Dublin 4,"Herbert Park Ln, Dublin, Ireland",53.3278224,-6.2318967
288,2,1,,Apartment,2100,Dublin 4,"Apartment 11, Brendan House, Brendan Rd, Dublin 4, Ireland",53.3247659,-6.236910099999999
289,1,1,,Apartment,1700,Dublin,"S Circular Rd, Island Bridge, Saint James' (part of Phoenix Park), Dublin 8, D08 PE89, Ireland",53.34575570000001,-6.306395
290,1,1,,Apartment,2150,Dublin,"Sandford Lodge, Sandford Rd, Ranelagh, Dublin 6, D06 A9P8, Ireland",53.322111,-6.247910999999999
291,2,2,,Apartment,2700,Dublin,"The Gasworks, Barrow St, Dublin 4, D04 R1H7, Ireland",53.3387519,-6.233438
292,2,2,,Apartment,2700,Dublin,"The Gasworks, Barrow St, Dublin 4, D04 R1H7, Ireland",53.3387519,-6.233438
293,2,2,,Apartment,2250,Dublin,"The Gasworks, Barrow St, Dublin 4, D04 R1H7, Ireland",53.3387519,-6.233438
294,2,2,,Apartment,2450,Dublin,"The Gasworks, Barrow St, Dublin 4, D04 R1H7, Ireland",53.3387519,-6.233438
295,2,2,,Apartment,1875,Dublin 22,"22 Monastery Road, Redcow, Dublin, Ireland",53.3188033,-6.371258099999999
